2023-12-19 16:42:20,845 INFO    StreamThr :1884415 [internal.py:wandb_internal():86] W&B internal server running at pid: 1884415, started at: 2023-12-19 16:42:20.844646
2023-12-19 16:42:20,846 DEBUG   HandlerThread:1884415 [handler.py:handle_request():146] handle_request: status
2023-12-19 16:42:20,849 INFO    WriterThread:1884415 [datastore.py:open_for_write():85] open: /mnt/ai2lab/weishao4/programs/InterpretableKGC/codes/kgc_model/wandb/offline-run-20231219_164220-12r4qrac/run-12r4qrac.wandb
2023-12-19 16:42:20,854 DEBUG   HandlerThread:1884415 [handler.py:handle_request():146] handle_request: run_start
2023-12-19 16:42:20,868 DEBUG   HandlerThread:1884415 [system_info.py:__init__():32] System info init
2023-12-19 16:42:20,868 DEBUG   HandlerThread:1884415 [system_info.py:__init__():47] System info init done
2023-12-19 16:42:20,868 INFO    HandlerThread:1884415 [system_monitor.py:start():194] Starting system monitor
2023-12-19 16:42:20,868 INFO    SystemMonitor:1884415 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-12-19 16:42:20,868 INFO    HandlerThread:1884415 [system_monitor.py:probe():214] Collecting system info
2023-12-19 16:42:20,869 INFO    SystemMonitor:1884415 [interfaces.py:start():190] Started cpu monitoring
2023-12-19 16:42:20,869 INFO    SystemMonitor:1884415 [interfaces.py:start():190] Started disk monitoring
2023-12-19 16:42:20,870 INFO    SystemMonitor:1884415 [interfaces.py:start():190] Started gpu monitoring
2023-12-19 16:42:20,871 INFO    SystemMonitor:1884415 [interfaces.py:start():190] Started memory monitoring
2023-12-19 16:42:20,873 INFO    SystemMonitor:1884415 [interfaces.py:start():190] Started network monitoring
2023-12-19 16:42:20,926 DEBUG   HandlerThread:1884415 [system_info.py:probe():196] Probing system
2023-12-19 16:42:20,929 DEBUG   HandlerThread:1884415 [gitlib.py:_init_repo():56] git repository is invalid
2023-12-19 16:42:20,929 DEBUG   HandlerThread:1884415 [system_info.py:probe():244] Probing system done
